"atopid","dem.prop","joint.democ","avg.democ","max.democ","min.democ","avg.democ.weight","max.threat","min.threat","mean.threat","maxcap.democ.min","maxcap.democ.max","maxcap.cons","maxcap.rec","maxcap.comp","maxcap.open","prop.open","prop.cons","maxcap.cont.std","maxcap.inc.std","maxcap.comp.lied","maxcap.open.lied","maxcap.lied","maxcap.poly"
3625,0,0,-7,-7,-7,-3.5,0.39959002,0.26851201,0.334051015,-7,0,0,0,0,0,0,0,-0.981209112778888,0.903545619423778,0,0,1,0.108
3628,0,0,-8,-7,-9,-4.46090954386919,0.531196,0.209324,0.37026,-9,0,0,0,0,0,0,0,-0.915780249424529,-1.36615677608889,0,0,1,0.151
3630,0,0,-7,-7,-7,-3.5,0.39959002,0.241767,0.32067851,-7,0,0,0,0,0,0,0,-0.981209112778888,0.903545619423778,0,0,1,0.108
3635,0.5,0,1.5,10,-7,4.53876719666584,0.49846798,0.23125,0.36485899,0,10,1,1,1,2,0.5,0.5,1.63793104101211,0.756721851448823,1,1,6,0.695
3640,0.5,0,1.5,10,-7,-2.03379290604318,0.39959002,0.139314,0.26945201,-7,0,0,0,0,0,0.5,0.5,-0.981209112778888,0.903545619423778,0,0,1,0.108
3642,0.5,0,0.5,8,-7,-2.56569648894629,0.46456701,0.39959002,0.432078515,-7,0,0,0,0,0,0.5,0,-0.981209112778888,0.903545619423778,0,0,1,0.108
3645,0,0,-7,-7,-7,-3.5,0.241767,0.23499201,0.238379505,-7,0,0,0,0,0,0,0,-0.974316743828683,0.898714805110668,0,0,1,0.189
3650,0,0,-7,-7,-7,-3.5,0.244461,0.241767,0.243114,-7,0,0,0,0,0,0,0,-0.979490172837166,0.950079376229466,0,0,1,0.199
3655,0.5,0,1.5,10,-7,2.6371619819616,0.23499201,0.139314,0.187153005,0,10,1,1,1,2,0.5,0.5,1.4836766186562,0.900523957241452,1,1,6,0.896
3660,0,0,-7.5,-6,-9,-3.95045359385904,0.39523998,0.39523998,0.39523998,-9,0,0,0,0,0,0,0,-1.10918846482393,0.876785422285097,0,0,1,0.144
3665,0.5,0,1.5,10,-7,-2.96880348322195,0.522228,0.113008,0.317618,-7,0,0,0,0,0,0.5,0.5,-0.979725786243586,0.991801222355764,0,0,1,0.116
3670,0,0,-7,-7,-7,-3.5,0.522228,0.348456,0.435342,-7,0,0,0,0,0,0,0,-0.979725786243586,0.991801222355764,0,0,1,0.116
3675,0.5,0,1,9,-7,-1.62867579539123,0.522228,0.221221,0.3717245,-7,0,0,0,0,0,0.5,0.5,-0.979725786243586,0.991801222355764,0,0,1,0.116
3677,0.5,0,0,10,-10,4.86072044895574,0.63923097,0.486471,0.562850985,0,10,1,1,1,2,0.5,0.5,1.5985234129172,0.80072130719359,1,1,6,0.853
3680,0,0,-7,-7,-7,-3.5,0.22398099,0.21513501,0.219558,-7,0,0,0,0,0,0,0,-0.872377878684762,0.89856833204299,0,0,1,0.199
3685,1,1,8.5,9,8,4.458330868121,0.387512,0.215135,0.3013235,0,9,1,1,0,1,1,1,1.43789158198082,0.524363409845869,1,1,6,0.579
3690,0,0,-7,-7,-7,-3.5,0.521424,0.342818,0.432121,-7,0,0,0,0,0,0,0,-0.777147255642496,0.553593645453314,0,0,1,0.114
3695,0,0,-8,-7,-9,-4.03118811881188,0.22398099,0.21668699,0.22033399,-9,0,0,0,0,0,0,0,-1.00839832280626,0.615402918540651,0,0,1,0.176
3700,0,0,-7,-7,-7,-3.5,0.505267,0.387512,0.4463895,-7,0,0,0,0,0,0,0,-0.856626292978226,0.731148799138478,0,0,1,0.145
3705,0.5,0,6.5,9,4,4.17535286075559,0.215135,0.172478,0.1938065,0,9,1,1,0,1,1,1,1.43789158198082,0.524363409845869,1,1,6,0.579
3708,0,0,-8,-8,-8,-7.99952126112284,0.400243,0.387512,0.3938775,-8,0,0,0,0,0,0,0,-0.930279177827937,-0.542558295695454,0,0,0,0.069
3710,0.5,0,0.5,10,-9,-3.09284270191926,0.216777,0.21668699,0.216731995,-9,0,0,0,0,0,0.5,0.5,-1.00839832280626,0.615402918540651,0,0,1,0.176
3715,0.5,0,0.5,10,-9,3.02545881271792,0.21668699,0.13038599,0.17353649,0,10,1,1,1,2,0.5,0.5,1.62141351369638,0.726960801492234,1,1,6,0.894
3720,0.5,0,1.5,10,-7,3.26685231546326,0.208701,0.12128,0.1649905,0,10,1,1,1,2,0.5,0.5,1.61689552180884,0.743293330282074,1,1,6,0.89
3725,0,0,-7,-7,-7,-3.5,0.497097,0.37476,0.4359285,-7,0,0,0,0,0,0,0,-1.14332129956562,-2.18081593538777,0,0,0,0.073
3730,0.5,0,1,8,-6,3.86112065168639,0.50690198,0.34850898,0.42770548,0,8,0,1,1,2,0.5,0,1.59205421329721,0.92592051034105,1,1,6,0.851
3733,0,0,-2,4,-8,-3.91670848644997,0.393906,0.372349,0.3831275,-8,0,0,0,0,0,0,0,-0.926262222540696,-0.545737895000865,0,0,0,0.072
3735,0,0,-7,-7,-7,-3.5,0.51929301,0.32312998,0.421211495,-7,0,0,0,0,0,0,0,-0.756901488965655,0.513211517414847,0,0,1,0.118
3736,0,0,-8.5,-8,-9,-4.01798552385656,0.379852,0.199362,0.289607,-8,0,0,0,0,0,0,0,-0.936704668680208,-0.57312564297726,0,0,0,0.072
3737,0,0,-2.5,3,-8,-3.790526455704,0.379852,0.199362,0.289607,-8,0,0,0,0,0,0.5,0,-0.936704668680208,-0.57312564297726,0,0,0,0.072
3738,0,0,-5.5,-4,-7,-2.83615207685022,0.37198499,0.36944598,0.370715485,-7,0,0,0,0,0,0,0,-1.15648203967804,-2.18540003943447,0,0,0,0.107
3740,0.612903225806452,0,4.37931034482759,10,-9,0.0809862961070636,0.45388901,0,0.0931047751967742,-7,0,0,0,0,0,0.703703703703704,0.62962962962963,-0.824763175671794,0.511023242911771,0,0,1,0.118
3743,0.5,0,1,9,-7,-1.35771463720856,0.387054,0.323375,0.3552145,-7,0,0,0,0,0,0.5,0.5,-0.697095678776325,0.676874187326692,0,0,1,0.195
3745,0,0,-8,-7,-9,-3.54962520772653,0.26264101,0,0.131320505,-7,0,0,0,0,0,0,0,-0.824763175671794,0.511023242911771,0,0,1,0.118
3746,0,0,-8,-8,-8,-8,0.379852,0.379852,0.379852,-8,-8,0,0,0,0,0,0,-0.936704668680208,-0.57312564297726,0,0,0,0.072
3748,0,0,-8,-7,-9,-4.19995077932732,0.519242,0.496047,0.5076445,-9,0,0,0,0,0,0,0,-1.03757890885718,-1.50916692104793,0,0,0,0.088
3750,0.5,0,5.5,10,1,4.65480161582278,0.28978601,0.0060199997,0.14790300485,0,10,1,1,1,2,1,1,1.65404419236642,0.968898217152218,1,1,6,0.79
3755,0,0,-4.2,4,-9,-1.2531915068922,0.368876,0.201027,0.3017364,-7,0,0,0,0,0,0,0,-0.456285638650053,0.355833916137477,0,1,3,0.214
3758,0,0,-6.5,-6,-7,-3.07460478273081,0.491779,0.32116,0.4064695,-6,0,0,0,0,0,0,0,-0.435426067093428,0.732572832705126,0,0,1,0.208
3760,0.5,0,1.5,10,-7,-3.42829879076118,0.26395199,0.116582,0.190266995,-7,0,0,0,0,0,0.5,0.5,-0.802551944943001,0.461371273946378,0,0,1,0.118
3765,0,0,-7,-7,-7,-3.5,0.26395199,0.191239,0.227595495,-7,0,0,0,0,0,0,0,-0.802551944943001,0.461371273946378,0,0,1,0.118
3767,0,0,-1.5,4,-7,-3.49181749053302,0.381553,0.368876,0.3752145,-7,0,0,0,0,0,0,0,-0.885413002556695,-0.559915152610393,0,0,0,0.072
3770,0,0,-8,-7,-9,-4.19237791307366,0,0,0,-9,0,0,0,0,0,0,0,-1.01376781521177,0.850667140833623,0,0,1,0.174
3775,0,0,-7.5,-7,-8,-3.50244429523967,0.276198,0.18912001,0.232659005,-7,0,0,0,0,0,0,0,-0.840197716423545,0.798106103455084,0,0,1,0.118
3780,0,0,-8,-7,-9,-3.86060652497652,0,0,0,-7,0,0,0,0,0,0,0,-0.637147918962643,0.398153994861745,0,0,1,0.193
3785,0,0,-6,1,-9,-0.881280638912637,0.49311599,0.341189,0.376820281428571,-9,0,0,0,0,0,0,0,-0.896902745587648,0.875583297027294,0,0,1,0.175
3790,0.5,0,0,8,-8,3.98890643657794,0.46172401,0.458781,0.460252505,0,8,0,1,1,2,0.5,0,1.56960449332925,0.963234231571034,1,1,6,0.867
3795,0.5,0,1.5,10,-7,4.98208184402353,0.34122899,0.29403901,0.317634,0,10,1,1,1,2,0.5,0.5,1.64010554073717,0.982214698994373,1,1,6,0.845
3800,0,0,-8,-7,-9,-4.19061683987147,0,0,0,-9,0,0,0,0,0,0,0,-1.01376781521177,0.850667140833623,0,0,1,0.174
3805,0,0,-8,-7,-9,-3.99644599755493,0,0,0,-7,0,0,0,0,0,0,0,-0.834133290716539,0.848606800623973,0,0,1,0.195
3807,0,0,-8,-7,-9,-2.13416807636539,0.513327,0.484795,0.4963085,-9,0,0,0,0,0,0,0,-0.81600231697338,0.866004997397803,0,0,1,0.152
3810,0.0666666666666667,0,-3.93333333333333,8,-9,-0.125671889950277,0.49064201,0.340976,0.443875328666667,0,0,0,0,0,0,0.153846153846154,0,-0.365975760673999,-1.88700283024235,0,0,0,0.208
3815,0.5,0,1.5,10,-7,-0.931788778497167,0.391879,0.195697,0.293788,-7,0,0,0,0,0,0.5,0.5,-0.817560191720783,0.277184260984582,0,0,0,0.079
3820,0,0,-7.5,-7,-8,-3.5869967278418,0.187206,0,0.093603,-7,0,0,0,0,0,0,0,-0.890921355758766,0.836341644603301,0,0,1,0.187
3825,0,0,-7,-7,-7,-3.5,0.265627,0.187206,0.2264165,-7,0,0,0,0,0,0,0,-0.76704019566047,0.762718700846829,0,0,1,0.116
3830,0.5,0,1.5,8,-5,3.99430127378333,0.463716,0.33605501,0.399885505,0,8,0,1,1,2,0.5,0,1.56744159553271,1.0007635280554,1,1,6,0.847
3835,0,0,-7,-7,-7,-3.5,0.265627,0.19739,0.2315085,-7,0,0,0,0,0,0,0,-0.76704019566047,0.762718700846829,0,0,1,0.116
3840,0,0,-3.5,0,-7,-3.46777650583335,0.265627,0.187206,0.2264165,-7,0,0,0,0,0,0,0,-0.76704019566047,0.762718700846829,0,0,1,0.116
3841,1,1,10,10,10,10,0.37394899,0.37394899,0.37394899,10,10,1,1,1,2,1,1,1.72731219039132,0.651637928974311,1,1,6,0.821
3842,1,1,10,10,10,10,0.30044201,0.30044201,0.30044201,10,10,1,1,1,2,1,1,1.63905213659514,0.972258271255205,1,1,6,0.814
3843,0,0,-7.5,-6,-9,-4.0516046406509,0.35475299,0.33761299,0.34618299,-9,0,0,0,0,0,0,0,-1.07103853740404,1.07464461160914,0,0,1,0.145
3844,0,0,-8,-7,-9,-4.4017409722581,0.185945,0,0.0929725,-9,0,0,0,0,0,0,0,-0.944279269429465,0.769249067618452,0,0,1,0.174
3845,0,0,-8.5,-8,-9,-4.45402759280839,0.185945,0,0.0929725,-9,0,0,0,0,0,0,0,-0.944279269429465,0.769249067618452,0,0,1,0.174
3850,0.5,0,1.5,9,-6,-0.823314056524578,0.486811,0.377182,0.4319965,-6,0,0,0,0,0,0.5,0.5,-0.504933294617559,0.725866868382402,0,0,1,0.21
3851,0,0,-6.5,-4,-9,-2.07365170388593,0.47328699,0.337695,0.405490995,-4,0,0,0,0,0,0,0,0.249509609258389,0.114591723358212,0,1,3,0.212
3852,1,1,10,10,10,10,0.30044201,0.30044201,0.30044201,10,10,1,1,1,2,1,1,1.63905213659514,0.972258271255205,1,1,6,0.814
3853,0,0,-8.33333333333333,-7,-9,-2.83933911104354,0.356352,0.185945,0.299016663333333,-9,0,0,0,0,0,0,0,-0.950569050267612,0.90508009629298,0,0,1,0.152
3855,0,0,-7.5,-7,-8,-3.50096153960863,0.304479,0.26992801,0.287203505,-7,0,0,0,0,0,0,0,-0.768597388396194,0.738019166424963,0,0,1,0.113
3856,0,0,-8,-7,-9,-4.2268131813223,0.197036,0,0.098518,-9,0,0,0,0,0,0,0,-0.944279269429465,0.769249067618452,0,0,1,0.174
3857,0,0,-8.5,-8,-9,-4.4821876484823,0.304479,0,0.1522395,-9,0,0,0,0,0,0,0,-0.944279269429465,0.769249067618452,0,0,1,0.174
3858,0,0,-7.5,-7,-8,-3.54474297768402,0.304479,0.197036,0.2507575,-7,0,0,0,0,0,0,0,-0.927279323453074,-1.73074098059063,0,0,0,0.073
3860,0,0,-3.5,0,-7,-3.03668318602156,0.477353,0.33333501,0.405344005,-7,0,0,0,0,0,0,0,-1.10055583791095,-0.725396906923234,0,0,0,0.072
3861,0,0,-7,-7,-7,-3.5,0.192159,0,0.0960795,-7,0,0,0,0,0,0,0,-0.879632914981591,0.822525770711597,0,0,1,0.187
3863,0,0,-8,-7,-9,-4.14702458897134,0.477353,0.311601,0.394477,-9,0,0,0,0,0,0,0,-0.851805150642484,1.03079498227117,0,0,1,0.152
3865,0.5,1,10,10,10,9.98997551232114,0.124285,0.0027040001,0.06349450005,0,10,1,1,1,2,1,1,1.69388544442921,0.751107592365949,1,1,6,0.811
3870,0,0,-7,-7,-7,-3.5,0.192159,0,0.0960795,-7,0,0,0,0,0,0,0,-0.635351764614099,0.396412078339627,0,0,1,0.138
3875,0,0,-7.5,-7,-8,-3.59861962879754,0.18046699,0,0.090233495,-7,0,0,0,0,0,0,0,-0.635351764614099,0.396412078339627,0,0,1,0.138
3880,0,0,-8,-7,-9,-3.51811872365119,0.311601,0.272459,0.29203,-7,0,0,0,0,0,0,0,-0.824615626244256,0.792468056181935,0,0,1,0.113
3885,0,0,-0.5,1,-2,-0.326994906621392,0.33985099,0.33697701,0.338414,-2,0,0,0,0,0,NA,NA,-0.482548191369692,-1.90615069437019,0,0,0,0.109
3887,0,0,-2,4,-8,-0.60697827518104,0.329261,0.183228,0.2562445,0,4,0,0,0,0,0,0,0.462499423365355,0.696808956739797,0,1,3,0.222
3890,0,0,-7.5,-7,-8,-3.50084197444332,0.391911,0.183228,0.2875695,-7,0,0,0,0,0,0,0,-0.819536865735132,0.778014317985716,0,0,1,0.113
3895,0.142857142857143,0,-4.85714285714286,7,-9,0.0735551222936817,0.47730699,0.33608499,0.443172788571429,0,7,1,1,0,1,0.142857142857143,0.0714285714285714,1.26104234478845,0.850146834749473,1,1,6,0.417
3900,0,1,NA,-Inf,Inf,NA,0.33616599,0.33608499,0.33613359,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0
3903,0,0,-7.33333333333333,-7,-8,-2.3572733698769,0.482388,0.19616699,0.32676733,-7,0,0,0,0,0,0,0,-0.923299973471139,-1.72565110612592,0,0,0,0.075
3905,0,0,-7.5,-7,-8,-3.51914380785803,0.301747,0,0.1508735,-7,0,0,0,0,0,0,0,-0.804673614931018,0.779513140820452,0,0,1,0.2
3910,0,0,-7,-7,-7,-6.99913281805815,0.391911,0.001981,0.196946,-7,0,0,0,0,0,0,0,-0.819536865735132,0.778014317985716,0,0,1,0.113
3915,0,0,-7,-7,-7,-3.5,0.183228,0,0.091614,-7,0,0,0,0,0,0,0,-0.628372996872512,0.393088192726812,0,0,1,0.148
3920,0,0,-7.5,-7,-8,-3.54125014362863,0.301747,0,0.1508735,-7,0,0,0,0,0,0,0,-0.874869283634797,0.813822896247058,0,0,1,0.188
3925,1,1,8,10,6,4.95347583023519,0.31992099,0.207141,0.263530995,0,10,1,1,1,2,0.5,1,1.65828825665829,0.996291149386253,1,1,6,0.853
3930,0.5,0,3,7,-1,-0.294463782529422,0.47261301,0.450746,0.461679505,-1,0,0,0,0,0,0.5,0,-0.136223350967208,0.531069578243176,0,1,3,0.446
3935,0,0,-3,4,-10,1.95711508125757,0.344428,0.344428,0.344428,0,4,1,1,0,1,0.5,0.5,0.421214490849508,-0.0301552680422089,1,1,4,0.181
3937,0,0,-9,-9,-9,-7.9268706348677,0.32099,0,0.160495,-9,0,0,0,0,0,0,0,-0.650291044912348,0.786833060878117,0,0,1,0.175
3940,0,0,-7,-7,-7,-3.5,0.473991,0,0.2369955,-7,0,0,0,0,0,0,0,-0.534722267821639,0.763286279697205,0,0,1,0.204
3942,0,0,-7,-7,-7,-5.33153022741991,0.32099,0,0.160495,-7,0,0,0,0,0,0,0,-0.654758849753585,0.469814371139313,0,0,1,0.151
3945,0,0,-7,-7,-7,-3.5,0.477657,0,0.2388285,-7,0,0,0,0,0,0,0,-0.893430466983463,0.822168580116342,0,0,1,0.188
3948,0,0,-8,-7,-9,-2.91461545606539,0.494932,0.46482199,0.48465033,-9,0,0,0,0,0,0,0,-0.901262503443356,0.603420383229609,0,0,1,0.213
3950,0.5,0,3,6,0,2.64481567442111,0.475738,0.239761,0.3577495,0,6,1,0,0,0,0,1,1.57168910348319,0.655088050602467,1,1,6,0.756
3952,0,0,-7,-7,-7,-3.5,0.47183499,0.34739,0.409612495,-7,0,0,0,0,0,0,0,-1.11594359027888,-1.01078742494473,0,0,0,0.097
3955,0,0,-2,4,-8,1.31573256840247,0.33941299,0.174521,0.256966995,0,4,1,1,0,1,0.5,0.5,0.372484278128578,-0.172991027105108,1,1,4,0.181
3960,0,0,-7.5,-7,-8,-3.78753435378483,0.464617,0.46448,0.4645485,-8,0,0,0,0,0,0,0,-0.242333953114789,-0.245258273888661,0,1,2,0.183
3963,0,0,-7,-7,-7,-6.93024340598762,0.46448,0.00078499998,0.23263249999,-7,0,0,0,0,0,0,0,-1.02909611891806,-1.1814529049803,0,0,0,0.072
3965,0.5,0,1,8,-6,1.7728302476369,0.319498,0.319498,0.319498,0,8,1,1,0,1,0.5,0.5,1.27378832270104,1.07486567812148,1,1,6,0.83
3970,0,0,-8,-7,-9,-4.04314823989735,0.299318,0,0.149659,-9,0,0,0,0,0,0,0,-0.907150788250827,1.14640014134369,0,0,1,0.149
3973,0,0,-8,-7,-9,-3.8377999352132,0.299318,0,0.149659,-7,0,0,0,0,0,0,0,-0.825722213484515,0.859819588177837,0,0,1,0.204
3975,0,0,-8,-7,-9,-4.24592699364993,0.33518299,0.176163,0.255672995,-9,0,0,0,0,0,0,0,-1.04669953054181,0.316664990148596,0,0,1,0.096
3980,0,0,-1.5,4,-7,-3.42054446155142,0.321919,0.321919,0.321919,-7,0,0,0,0,0,0,0,-0.530592751583046,0.432969917858504,0,1,3,0.201
3982,0,0,-6.66666666666667,-6,-7,-2.26398090760134,0.34539801,0.32216701,0.337654343333333,-7,0,0,0,0,0,0,0,-1.18895996921861,-2.26920541979987,0,0,0,0.107
3984,0.5,0,7,10,4,4.91930057672735,0.319633,0.188354,0.2539935,0,10,1,1,1,2,0.5,0.5,1.69630100613623,0.684295537528888,1,1,6,0.872
3985,0.5,1,8,8,8,7.09062020114152,0.318439,0.186233,0.252336,0,8,1,1,0,1,1,1,1.11727568912245,0.473167966844621,1,1,6,0.2
3990,0,0,-3.33333333333333,4,-7,-0.0158992219418173,0.342787,0.17771399,0.284023663333333,0,4,1,1,0,1,0.333333333333333,0.333333333333333,0.324463787238329,0.551747567532809,1,1,4,0.18
3995,0,0,-5.8,-2,-8,-1.07112654908006,0.466303,0.43353501,0.452464002,-2,0,0,0,0,0,0,0,-0.746213009413913,0.443411400685756,0,0,1,0.229
3997,0,0,-9.5,-9,-10,-4.70131917320335,0.451355,0.325869,0.388612,-9,0,0,0,0,0,0,0,-1.60038898735891,0.432632724885347,0,0,1,0.082
4002,0,0,-8.5,-7,-10,-3.62065937696199,0.429387,0.326693,0.37804,-7,0,0,0,0,0,0,0,-1.18682828464128,0.620698564211099,0,0,0,0.096
4005,0.5,0,4.5,9,0,0.60617849428622,0.50291699,0.20779,0.355353495,0,0,0,0,0,0,0.5,0,0.0198302332874902,1.15363048656519,0,1,3,0.235
4010,0.5,0,5,10,0,0.921150283548521,0.20779,0.105929,0.1568595,0,0,0,0,0,0,0.5,0.5,0.0198302332874902,1.15363048656519,0,1,3,0.235
4015,0.5,0,5,10,0,0.630065592211481,0.20779,0.11357,0.16068,0,0,0,0,0,0,0.5,0.5,0.0198302332874902,1.15363048656519,0,1,3,0.235
4016,0,0,0,0,0,0,0.20779,0.20779,0.20779,0,0,0,0,0,0,0,0,0.0198302332874902,1.15363048656519,0,1,3,0.235
4018,1,1,6.5,7,6,3.04443775763869,0.159071,0.159071,0.159071,0,6,0,0,0,0,0,0.5,0.854901385872367,0.682726556312739,0,1,3,0.388
4020,0.5,0,0,10,-10,4.61537196605933,0.471796,0.172203,0.3219995,0,10,1,1,1,2,0.5,0.5,1.806938517261,0.766448175908818,1,1,6,0.842
4022,0,0,-3,-3,-3,-1.5,0.159071,0.159071,0.159071,-3,0,0,0,0,0,0,0,-0.0310900259971607,0.545795578669592,0,1,3,0.3
4023,0.5,0,1.5,6,-3,2.17786751630113,0.159071,0.159071,0.159071,0,6,0,0,0,0,0,0,0.854901385872367,0.682726556312739,0,1,3,0.388
4025,1,1,8.5,9,8,4.34089795582922,0.474769,0,0.2373845,0,9,0,1,1,2,1,0,1.71952524219555,0.770374183962682,1,1,6,0.873
4030,0,0,-9,-9,-9,-8.20597829197108,0.504922,0.407627,0.4562745,-9,0,0,0,0,0,0,0,-1.20426294443292,1.21795177393692,0,0,1,0.149
4035,1,1,9,10,8,4.7563792302331,0.146602,0,0.073301,0,10,1,1,1,2,1,0.5,1.59984005097856,0.929279448561914,1,1,6,0.909
4040,0.5,0,1,10,-8,2.87373978545247,0.489717,0.005318,0.2475175,0,10,1,1,1,2,0.5,0.5,1.82519274065205,0.782250816196587,1,1,6,0.893
4045,1,1,10,10,10,5,0.007549,0,0.0037745,0,10,1,1,1,2,1,1,1.88561078251726,0.938481459818332,1,1,6,0.811
4055,0.5,0,5,10,0,0.0321200584525458,0.13060801,0,0.065304005,0,0,0,0,0,0,0.5,0.5,0.159748270197376,1.25457878878111,0,1,3,0.253
4060,1,1,9.5,10,9,4.55183239763798,0.474769,0,0.2373845,0,9,0,1,1,2,1,0.5,1.71952524219555,0.770374183962682,1,1,6,0.873
4061,0.5,0,0.5,8,-7,-3.46824739204239,0.285713,0,0.1428565,-7,0,0,0,0,0,0,0.5,-1.21200071789995,0.788233346715738,0,0,0,0.097
4063,0.5,0,1.5,10,-7,-3.45238350739143,0.285713,0,0.1428565,-7,0,0,0,0,0,0.5,0.5,-1.21200071789995,0.788233346715738,0,0,0,0.097
4065,0.5,0,7,9,5,3.89858532723883,0.023955,0,0.0119775,0,9,1,1,0,1,0.5,0.5,1.30557816607174,0.752597080829646,1,1,6,0.521
4070,1,1,8.5,9,8,4.39005508276882,0.474769,0,0.2373845,0,9,0,1,1,2,1,0.5,1.71952524219555,0.770374183962682,1,1,6,0.873
4075,1,1,8,8,8,4,0,0,0,0,8,0,1,0,1,1,0.5,1.312844732527,0.830293053386844,1,1,6,0.854
4080,1,1,9,10,8,4.19859251357333,0,0,0,0,8,0,1,0,1,1,0.5,1.312844732527,0.830293053386844,1,1,6,0.854
4085,1,1,9,10,8,4.58502034376816,0.122913,0,0.0614565,0,10,1,1,1,2,1,1,1.55708509377164,1.08744247855244,1,1,6,0.877
4090,1,1,9,10,8,4.92596937808115,0.146602,0,0.073301,0,10,1,1,1,2,1,1,1.59984005097856,0.929279448561914,1,1,6,0.909
4095,1,1,9,10,8,4.65772222826678,0.007549,0,0.0037745,0,10,1,1,1,2,1,0.5,1.88561078251726,0.938481459818332,1,1,6,0.811
4097,0.5,0,-1.5,6,-9,2.13622525182687,0.159071,0.159071,0.159071,0,6,0,0,0,0,0,0,0.854901385872367,0.682726556312739,0,1,3,0.388
4099,0.5,0,-1,7,-9,-1.07294530287231,0.159071,0.159071,0.159071,-9,0,0,0,0,0,0,0.5,-0.38864277785643,0.59053229661859,0,0,1,0.225
4100,1,1,9,10,8,4.65129963981739,0.005318,0,0.002659,0,10,1,1,1,2,1,1,1.82519274065205,0.782250816196587,1,1,6,0.893
4105,0.5,0,7,9,5,4.07111900209414,0.474769,0,0.2373845,0,9,0,1,1,2,0.5,0,1.71952524219555,0.770374183962682,1,1,6,0.873
4110,0.5,0,7.5,10,5,3.43582305248281,0.122913,0,0.0614565,0,5,0,0,0,0,0.5,0.5,0.81463855642178,0.569207130750206,0,1,3,0.503
4115,0.5,0,5,10,0,0.117845022410679,0.13060801,0,0.065304005,0,0,0,0,0,0,0.5,0.5,0.159748270197376,1.25457878878111,0,1,3,0.253
4120,1,1,8,10,6,3.19444780051679,0.159071,0,0.0795355,0,6,0,0,0,0,0.5,0.5,0.854901385872367,0.682726556312739,0,1,3,0.388
4125,0.5,0,-1.5,6,-9,0.0391565291727745,0.185521,0.023472,0.1044965,0,6,0,0,0,0,0,0,0.904725810450422,0.689702819240676,1,1,6,0.708
4130,0.5,0,3.5,7,0,0.0161504388554411,0.159071,0.13060801,0.144839505,0,0,0,0,0,0,0.5,0,0.159748270197376,1.25457878878111,0,1,3,0.253
4131,0.5,0,2,7,-3,2.58707763548224,0.159071,0.159071,0.159071,0,7,1,0,0,0,0,0.5,0.344811597097195,0.456482374834123,0,1,3,0.535
4135,1,1,9,10,8,4.895380398027,0.0078019998,0,0.0039009999,0,10,1,1,1,2,1,1,1.82758773780224,0.842240843913351,1,1,6,0.847
4140,1,1,9,10,8,4.05604804117815,0,0,0,0,8,0,1,0,1,1,0.5,1.29415931189476,0.784838529952616,1,1,6,0.875
4145,0.5,0,7.5,10,5,2.57758342621313,0.15347199,0,0.076735995,0,5,0,0,0,0,0.5,0.5,0.956923513404711,0.828294619332036,0,1,3,0.545
4148,0.5,0,-0.5,6,-7,-3.31985768509885,0.309193,0.183507,0.24635,-7,0,0,0,0,0,0,0.5,-1.18744106235446,0.80870455119382,0,0,0,0.102
4150,0.5,0,6.5,8,5,2.94380124191924,0,0,0,0,5,0,0,0,0,0.5,0.5,0.484709923747112,0.897462791191824,1,1,6,0.554
4155,0.5,0,7.5,10,5,4.16470534849952,0.0056079999,0,0.00280399995,0,10,1,1,1,2,0.5,0.5,1.85817725914777,0.687474904146695,1,1,6,0.893
4160,1,1,10,10,10,5,0.0056079999,0,0.00280399995,0,10,1,1,1,2,1,1,1.85817725914777,0.687474904146695,1,1,6,0.893
4165,1,1,10,10,10,5,0.14352,0,0.07176,0,10,1,1,1,2,1,1,1.5927101876933,0.86428040689175,1,1,6,0.909
4170,0.5,0,7,9,5,2.9869992040329,0.36137599,0.15347199,0.25742399,0,5,0,0,0,0,0.5,0,0.956923513404711,0.828294619332036,0,1,3,0.545
4175,1,1,9.91666666666667,10,9,0.81965421007451,0.36137599,0,0.0562900833,0,10,1,1,1,2,1,0.916666666666667,1.5927101876933,0.86428040689175,1,1,6,0.909
4180,1,1,8.5,9,8,4.45161660265312,0.36137599,0,0.180687995,0,9,0,1,1,2,1,0.5,1.73028281793982,0.701177740034714,1,1,6,0.873
4185,1,1,9,10,8,4.87197238527952,0.14352,0,0.07176,0,10,1,1,1,2,1,1,1.5927101876933,0.86428040689175,1,1,6,0.909
4188,1,1,7,8,6,3.735666374359,0.169612,0,0.084806,0,8,1,1,0,1,0.5,0.5,0.908407600843396,0.924111376604176,1,1,6,0.741
4190,1,1,10,10,10,5,0.010738,0,0.005369,0,10,1,1,1,2,1,1,1.54667711615959,1.01969358680041,1,1,6,0.902
4195,1,1,8,8,8,4,0,0,0,0,8,1,1,0,1,1,1,1.3614336698003,1.02714255009396,1,1,6,0.875
4200,0.5,0,7.5,10,5,4.62761036214645,0.14352,0,0.07176,0,10,1,1,1,2,0.5,0.5,1.5927101876933,0.86428040689175,1,1,6,0.909
4205,1,1,7.5,9,6,3.56207705643644,0.155363,0,0.0776815,0,6,0,0,0,0,0.5,0.5,0.335882567362817,1.05336396250016,0,1,3,0.525
4210,1,1,8.5,9,8,4.42730075381135,0.155363,0,0.0776815,0,9,1,1,0,1,1,1,0.819787705436916,1.04196136371553,1,1,6,0.546
